Sentence,Emotion,TRUE,SentenceCI,CI,CI_Distance
Herhalde utanıyordur .,SHAME,He,"Git oraya, adamla konuş ve aranızı düzelt. </s><s> Niye ben? </s><s> Tam 40 yılı vardı, ama hiç benimle konuşmaya yeltenmedi. </s><s> Herhalde utanıyordur .",man (adam),-3
Bahse girerim çok hassas ve utangaç biridir.,SHAME,He,Kimmis senin tipin? </s><s> Prens Charles </s><s> Ama o bir züppe. </s><s> Toplumun görüsü o </s><s> Bahse girerim çok hassas ve utangaç biridir.,Prince Charles (Prens Charles),-3
"Muhtemelen öyle utandı ki, yüzünü bile görmemizi istemiyor.",SHAME,He,"Peki ya Ted Bertram? </s><s> Şimdilik tüm bildiğimiz, bir şeylere bulaştığı ve o acayip ayakkabıları. </s><s> Muhtemelen öyle utandı ki, yüzünü bile görmemizi istemiyor.",name (Ted),-2
Çok utanmıştı .,SHAME,He,"Bir yıl önce kocam Bay Doyl'a karşı kumar oynadı. </s><s> Beni kaybettikten sonra, sınırdan geri döndü. </s><s> Çok utanmıştı .",Mr. Doyl (Bay Doyl),-2
Utanç hissetti.,SHAME,He,Boris kendiliğinden durdu. </s> <s> Utanç hissetti.,name (Boris),-1
Böyle şeyler için çok utangaçtır .,SHAME,He,"Böyle şeyler için çok utangaçtır . </s><s> Partilerden nefret eder. </s><s> Aslında, Sherman 18 olduğunda, bir parti yapmaya çalıştık çok utandı ve yaptırmadı.",name (Sherman),2
"Erkeklerden hoşlandığımı anladığında, o kadar utandı ki, onu öpmeme bile izin vermiyordu.",SHAME,He,"Benim babam bir futbol antrenörüydü. </s><s> Erkeklerden hoşlandığımı anladığında, o kadar utandı ki, onu öpmeme bile izin vermiyordu.",father(baba),-1
"Curzon ve Jadzia, Benjamin'in Solok'tan neden nefret ettiğini Hep merak ettiler, ama o hiç bundan bahsetmedi. </s><s> Çünkü utanıyor .",SHAME,He,"Curzon ve Jadzia, Benjamin'in Solok'tan neden nefret ettiğini Hep merak ettiler, ama o hiç bundan bahsetmedi. </s><s> Çünkü utanıyor .",name (Benjamin),-1
İtiraf etmeye utanıyor .,SHAME,He,Niles da ancak bu arabayı alabilmiş. İtiraf etmeye utanıyor .,name (Niles),-1
Söylemeye utandı . </s><s> Son bir sigara içmek için bekliyor.,SHAME,He,Niles'ı affedin. </s><s> Söylemeye utandı . </s><s> Son bir sigara içmek için bekliyor.,Niles,-1
"""Çünkü çiplakti, utandi",SHAME,He,"Adem cevap vermedi </s><s> ""Çünkü çiplakti, utandi",name (Adem),-1
Günlerce arayıp iş bulamadıktan sonra eve gelmeye utanıp arka yolları arşınlardı.,SHAME,He,"Babam, Limerick'in yollarını avcunun içi gibi biliyordu. </s><s> Günlerce arayıp iş bulamadıktan sonra eve gelmeye utanıp arka yolları arşınlardı.",father(baba),-1
"Bu halini rüyasında bile göremezdi. </s><s> Görse, utanırdı . </s><s> Utanırdı!",SHAME,He,"Babamı bahane etmeyi bırakır mısın? </s><s> Bu halini rüyasında bile göremezdi. </s><s> Görse, utanırdı . </s><s> Utanırdı!",father(baba),-3
Bu yüzden beni yolladı kendisi çok utanıyor,SHAME,He,Baban hiç ergenlikten geçmemiş mi? </s><s> -Hayır. </s><s> Bu yüzden beni yolladı kendisi çok utanıyor,father(baba),-2
Ama son derece utangaç ve çok kolay şoka uğruyor.,SHAME,He,Percy Gryce tabii ki Lily. </s><s> Ama son derece utangaç ve çok kolay şoka uğruyor.,name (Percy),-1
Bana sürtük olduğumu... ..ve kızı olduğum için ben utandığını söyledi.,SHAME,He,Babanla konuşman nasıl gitti?Bana sürtük olduğumu... ..ve kızı olduğum için ben utandığını söyledi.,father(baba),-1
Elbette anlatamayacak kadar utanmıyorsa .,SHAME,He,Sanırım Steve bize tüm hikayeyi anlatacaktı. </s><s> Elbette anlatamayacak kadar utanmıyorsa .,name (Steve),-1
Galiba utanıyor .,SHAME,He,John kampüsün civarına bile yaklaşmıyor. </s><s> Galiba utanıyor .,name (John),-2
"Hayır, çok utangaç biri. </s><s>",SHAME,He,"Peki, erkek arkadaşın var mı? </s><s> Evet. </s><s> Onu benimle tanıştıracak mısın? </s><s> Hayır, çok utangaç biri. </s><s>",boyfriend (erkek arkadaş),-3
Utanıyor ya da birinden korkuyor.,SHAME,He,Wesley'nin neden işbirliği yapmadığını şimdi anladık. </s><s> Geçmişini öğrenmemizi istememiş. </s> <s> Utanıyor ya da birinden korkuyor.,name (Wesley),-2
Çıkma teklif etmeye utanmış .,SHAME,He,Tim'in bu partiyi vermesinin tek nedeni bir kızla tanışmasıymış. </s><s> Çıkma teklif etmeye utanmış .,name (Tim),-1
Benimle görünmekten utanıyor .,SHAME,He,Babam beni dansa kaldırmadı. </s><s> Benimle görünmekten utanıyor .,father(baba),-1
Sadece seninle karşılaşmaktan utanıyordur .,SHAME,He,Baban senden nefret etmiyor. </s><s> Sadece seninle karşılaşmaktan utanıyordur .,father(baba),-1
Başlarda bana olan ilgisini açıklamak için fazla utangaç ama sonunda açıklıyor ve... ..beni alıp sarayına götürüyor.,SHAME,He,"Cesur, genç bir prens. </s><s> Başlarda bana olan ilgisini açıklamak için fazla utangaç ama sonunda açıklıyor ve... ..beni alıp sarayına götürüyor.",prince (prens),-1
Biraz utangaç ve geri kalıyor ama otizm?,SHAME,He,"MattHew sevimli, zeki bir çocuk. </s><s> Ayrıca otistik. </s><s> -Ne? </s><s> -Otistik. </s><s> -Tanrım. </s><s> -Bir dakika. </s><s> Biraz utangaç ve geri kalıyor ama otizm?",name (MattHew),-6
Çok utangaç olduğu için gelemedi.,SHAME,He,Akshay Her zaman seninle görüşmek istediğini söylerdi. </s><s> Çok utangaç olduğu için gelemedi.,name (Akshay),-1
"Ve bizimle de bu yüzden konuşmak istemiyor, çünkü utanıyor .",SHAME,He,"Şimdi, Jeremy muhtemelen el ilanı dağıtan adamlardan iyidir. </s><s> Yok, onu maden patronuyla hayal edemiyorum. </s><s> O yüzden sihirbaz olmak zorunda. </s><s> Ve bizimle de bu yüzden konuşmak istemiyor, çünkü utanıyor .",name (Jeremy),-3
Ve kendini görevlendiren Allah'a karşı utanç duyacaktı. ,SHAME,He,"Ve kendini görevlendiren Allah'a karşı utanç duyacaktı. </s><s> Müslüman olmayan ve oldukça farklı bir geleneği olan biri olarak, beni çeken tarafı; </s><s> onun tevazusu ve insancıl oluşuydu. </s><s> Kevin James New York'ta Brooklyn'de itfaiye müdürüdür. </s><s> Gençliğinde İslam'ı seçmiş.",name (Kevin),3
"Sanırım onu takmaya utanır , Efendimiz.",SHAME,He,"Küçük rahibinizin bir kardinalin şapkasıyla ilgilendiğini sanmıyorum. </s><s> Sanırım onu takmaya utanır , Efendimiz.",priest (rahip),-1
Beni görünce utanacağını hissediyorum.,SHAME,He,"Oğlumu tanıyorum. </s><s> Beni görünce, utanacağını hissediyorum.",son (oğul),-1
Benim pisliğimi temizlemek zorunda olduğu için utanıyor .,SHAME,He,"Bu işin, evimize gelen o adamla alâkâsı var mı? </s><s> Tanrım! </s><s> Buraya mı geldi? </s><s> Ben olmasaydım, onunla hiçbir ilişkimiz olmayacaktı ama şimdi buna mecburuz. </s><s> - Ne yapmaya? </s><s> - Ameliyat. </s><s> - Neden bana söylemedi? </s><s> - Çünkü, seni korumaya çalışıyor. </s><s> Aynı, beni ve işimizi korumaya çalıştığı gibi. </s><s> Utanıyor, Julia. </s><s> Benim pisliğimi temizlemek zorunda olduğu için utanıyor .",man (adam),-10
Gerçi biraz utangaçtır .,SHAME,He,Madiba en iyi arkadaşlarımdan biri. </s><s> Gerçi biraz utangaçtır .,name (Madiba),-1
Belki de utanıyordu .,SHAME,He,Marcus gay eskortmuş. </s><s> Ancak 1 992'den beri piyasadan çekilmiş. </s><s> -Bunu konuştunuz mu? </s><s> -Evet. </s><s> Bunu dans derslerini geçmek için yaptığını söyledi. </s><s> Neden sır olarak tutsun? </s><s> -Belki de utanıyordu .,name (Marcus),-6
Çok gergin ve utangaçtı .,SHAME,He,Barry'le ilk tanıştığım zamanı hatırlıyorum. </s><s> Çok gergin ve utangaçtı .,name (Barry),-1
John ve Yoko'nun karşısında söyleyemeyecek kadar utangaçtı .,SHAME,He,David Cassidy için yazdığım bir şarkıydı. </s><s> THe Mike Douglas Show'da söyleyecekti. </s><s> John ve Yoko'nun karşısında söyleyemeyecek kadar utangaçtı .,name (David),-2
Kendisinden çok utanıyordu .,SHAME,He,"Banka borcu tahsil etmek istediğinde, babam, ailesini hayal kırıklığına uğratmış gibi hissetti. </s><s> Kendisinden çok utanıyordu .",father(baba),-1
"Ve utandığı çok fazla şey var. </s><s> Sizi gördükçe, o utançları hatırlıyor.",SHAME,He,"<s> Dün gece Ted'le aranızda ne olursa olsun, ona biraz zaman verin. </s><s> Tavsiye için teşekkürler. </s><s> Şimdi izin verirsen... </s><s> Eski hayatına geri dönmeye çalışıyor. </s><s> Ve utandığı çok fazla şey var. </s><s> Sizi gördükçe, o utançları hatırlıyor.",name (Ted),-4
"Biliyorsun, bence utanıyor , çünkü ""R""leri yuvarlayamıyor.",SHAME,He,"Doğru, ama bu Eric ile ilgili. </s><s> Her çarşamba gecesi seninle birlikte değilken ne yapıyor sence ? </s><s> Evde ispanyolca kursu alıyor. </s><s> Rahatsız edilmek istemiyor, bundan kendisini odasına kitliyor. </s><s> Biliyorsun, bence utanıyor , çünkü ""R""leri yuvarlayamıyor.",name (Eric),-4
"Seçimleri elbette kaybedecektir, utanç içinde yaşayacaktır. </s><s> Belki de bir ömür boyu bu utancın altında ezilecektir ve dayanamayacaktır.",SHAME,He,"Bay Khan'ın hayatı boyunca emek verdiği Her şey mahvolur. </s><s> Seçimleri elbette kaybedecektir, utanç içinde yaşayacaktır. </s><s> Belki de bir ömür boyu bu utancın altında ezilecektir ve dayanamayacaktır.",Mr. Khan (Bay Khan),-1
"Bunu Henüz bilmiyor, çünkü utangaç .",SHAME,He,"Benim oğlum eşcinsel. </s><s> Bu konuda tutucu değilim. </s><s> Mutluyum ve onu seviyorum. <s> Dokuz. 9 yaşında. </s><s> Ve eşcinsel doğdu, aynen senin gibi. </s><s> Bunu Henüz bilmiyor, çünkü utangaç .",son (oğul),-5
Utancından yüzünü saklıyor.,SHAME,He,Raghavan bir maske. </s> <s> Utancından yüzünü saklıyor.,name (Raghavan),-1
"</s><s> Utanıyor. </s><s> Eskiden iyi vuruşlar yapardı, şimdi yapamıyor. </s><s> Çok utanıyor , özellikle kadınlardan.",SHAME,He,"Stan utandırıyor. </s><s> Artık pes etmesi gerek. </s><s> Bir atlet bu noktaya gelmişse, tüm onurunu kaybeder. Utanıyor. </s><s> Eskiden iyi vuruşlar yapardı, şimdi yapamıyor. </s><s> Çok utanıyor , özellikle kadınlardan.",name (Stan),-4
Biraz utandı ve gidecek bir yeri de olmadığından eve döndü.,SHAME,He,"Aslında Buster, orduya hiç gitmedi. </s><s> Kepçeli Oyuncak Kapma Makinesi'ne kendini kaptırıp ilk gününü kaçırdı. </s><s> Biraz utandı ve gidecek bir yeri de olmadığından eve döndü.",name (Buster),-2
Benden hoşlanmıyor mu? </s><s> Yoksa yalnızca utanıyor mu?,SHAME,He,"Genellikle, bu gibi zamanlarda, erkeğin birşeyler söylemesi gerekmez mi? </s><s> Ben birşeyler söylememe rağmen, onun bütün söylediği ""hıhı"" veya ""hum""dı. </s><s> Ama bunun anlamı ne? </s><s> Benden hoşlanmıyor mu? </s><s> Yoksa yalnızca utanıyor mu?",man (erkek),-4
Tam daha fazla utancı kaldıramayacağını düşünmüştü ki...,SHAME,He,Hâlbuki Gob bunu bilmesi için çok az şey biliyordu ve özgüveni hiç bu kadar sarsılmamıştı daha önce. </s><s> Tam daha fazla utancı kaldıramayacağını düşünmüştü ki...,name (Gob),-1
Çok utanmış olmalı.,SHAME,He,Eric'in şu an nerede olduğuna dair bir fikriniz var mı? </s><s> Hayır. </s><s> Bunların hiçbirini bize söylememiş olduğuna inanamıyorum. </s><s> - Neden bize söylemedi? </s><s> - Çok utanmış olmalı.,name (Eric),-4
"Mesela, yüzünden mi utanıyor acaba?",SHAME,He,"Nickhil Arora'nın isminden utanması dışında mı? </s><s> Mesela, yüzünden mi utanıyor acaba?",name (Nickhil),-1
Oynarsam kendisini utandıracağımı söyledi.,SHAME,He,Babam buralı değil. </s><s> Beysbolu salakça bir şey olarak görüyor. </s><s> Okulu ve işi düşünmeliymişim. </s><s> Ama ben arkadaşlarımın yaptıklarını yapmak istiyorum. </s><s> Amerikan şeylerini. </s><s> Oynarsam kendisini utandıracağımı söyledi.,father(baba),-5
Seni iyi tanıyamadığı için çok utanıyordu .,SHAME,He,Yani ikiniz burada babamla birlikte mi yaşadınız? </s><s> - Yani küçük bir aile gibi mi? </s><s> - Evet. </s><s> Aile. </s><s> Evet. </s><s> Hep senden bahsederdi. </s><s> Danimarka'da bir oğlu olduğunu anlatırdı. </s><s> Çok güzel bir ev. </s><s> Seni iyi tanıyamadığı için çok utanıyordu .,father(baba),-8
Acaba bizden mi utanıyor yoksa başka bir şey mi var?,SHAME,He,İnanılmaz biri. </s><s> Evin erkeği. </s><s> Çok yalnız görünüyor. </s><s> Onun diğer çocuklarla oynadığını hiç görmedim? </s><s> Bilmiyorum ki. </s><s> Buna kafa yordum aslında. </s><s> Acaba bizden mi utanıyor yoksa başka bir şey mi var?,man (erkek),-5
"Spice Girls'ü getirme, yoksa utançtan ölür bak.",SHAME,He,"Jase'e birkaç eşya getireceğim. </s><s> Cd'lerini falan. </s><s> Uyanmasını sağlamaya yarayacak bir şeyler. </s><s> Spice Girls'ü getirme, yoksa utançtan ölür bak.",name (Jase),-3
"Soruyorum, rahatsız oluyor. </s> <s> Utanıyor , konuşmuyor.",SHAME,He,"Jorge'yle konuştun mu? </s><s> - Zoraki. </s><s> Çok sessizdir. </s><s> Hiçbir şey anlatmaz. </s><s> Soruyorum, rahatsız oluyor. </s> <s> Utanıyor , konuşmuyor.",name (Jorge),-5
Belki de utanç duyuyordur,SHAME,He,Ama babam bu konuda neden yalan söylesin ki? </s><s> Belki de utanç duyuyordur,father(baba),-1
O yüzden gelmedi buraya. </s><s> Benimle yüzleşmekten utanıyor .,SHAME,He,Brad sayı yaptı. </s><s> Peki buraya neden gelemedi? </s><s> Çünkü onun için blok yaptım.  </s><s> O yüzden gelmedi buraya. </s><s> Benimle yüzleşmekten utanıyor .,name (Brad),-4
Ama peşinden koşmak için çok utangaçtı .,SHAME,He,"Randy, Catalina'ya derin bir aşk ve saygı duyuyordu. </s><s> Ama peşinden koşmak için çok utangaçtı .",name (Randy),-1
O zamanlar oldukça utangaçtı .,SHAME,He,"Arkadaş mı, erkek arkadaş mı, karşılıksız aşk mı? </s><s> Yukarıdakilerin Hepsi mi? </s><s> Aşk sanırım. </s><s> O ve ben birinci sınıf balosuna gitmiştik. </s><s> O zamanlar oldukça utangaçtı .",boyfriend (erkek arkadaş),-4
"Şu an hayatta olsa, senden utanıyor olurdu.",SHAME,He,"Sana şans tek vermemin nedeni Keith'in aracı olmasıydı. </s><s> - Biliyorum. </s><s> Şu an hayatta olsa, senden utanıyor olurdu.",name (Keith),-2
Utangaçlığını şarkılarla bastırmış.,SHAME,He,Ünlü şarkıcı Neil Diamond. </s> <s> Utangaçlığını şarkılarla bastırmış.,name (Neil),-1
Belki taksi parasını ödeyemeyince utancından ölmüştür.,SHAME,He,Bu yaşta bir adamın takside iki büklüm olmasının doğal bir tarafı yok. </s><s> Belki taksi parasını ödeyemeyince utancından ölmüştür.,man (adam),-1
Elini şablon olarak kullanamayacak kadar utanmıştı .,SHAME,He,"Oğlumuz parmağının ucunu kaybetti. </s><s> Kıymık battı sadece. </s><s> Son kabuk tuttu ki, oda sonra koptu. </s><s> Nerden koptu? </s><s> Parmağının ucundan. </s><s> Şok geçirmişti, Richard. </s><s> Sınıfta hindi çizmesi gerekiyordu. </s><s> Elini şablon olarak kullanamayacak kadar utanmıştı .",son (oğul),-7
Size merhaba demek istiyor ama biraz utangaçtır .,SHAME,He,Bu Charlie. </s><s> Size merhaba demek istiyor ama biraz utangaçtır .,name (Charlie),-1
Yabancılara karşı utangaçtır .,SHAME,He,"Andrew'un, satıcılardan tanıdığı var mıydı? </s><s> - Konuşmayı sevdiği biri? </s><s> - Hayır. </s><s> Yabancılara karşı utangaçtır .",name (Andrew),-3
Yaptığından utandığı için mi?,SHAME,He,Sonra adamın günlüğü var. </s><s> Oldukça ilginç. </s><s> Karısı öldükten sonra yazmaya başlamış. </s><s> Ama 31 Ekim Cuma günü yazmayı bırakmış. </s><s> Neden? </s><s> Yaptığından utandığı için mi?,man (adam),-5
"Sokaklarda yaşıyorsun diye senden utandığı için mi, yoksa...",SHAME,He,"İlk karım Iona'dan olan oğlum Bob Jr. </s><s> Herkese öldüğümü söylüyor. </s><s> Neden? </s><s> Sokaklarda yaşıyorsun diye senden utandığı için mi, yoksa...",son (oğul),-2
"Ama söylemeliyim ki, as oyun kurucu olduğunda o kadar utangaçtı ki, oyunları e-posta ile göndermek zorunda kalırdı.",SHAME,He,"Bütün sene Matt Saracen'a zor anlar yaşattınız. </s><s> Harika bir iş başardı. </s><s> Ama söylemeliyim ki, as oyun kurucu olduğunda o kadar utangaçtı ki, oyunları e-posta ile göndermek zorunda kalırdı.",name (Matt),-2
Göstermeye utanıyor sanıyordum.,SHAME,He,"Liza, Paul'un nerde yaşadığını biliyor musun? </s><s> Bana söylemezdi. </s><s> Göstermeye utanıyor sanıyordum.",name (Paul),-2
Belki de bu yüzden mi çok utangaç ...,SHAME,He,Annen bana babanın çok hasta olduğunu söylemişti. </s><s> Belki de bu yüzden mi çok utangaç ...,father(baba),-1
Bana karnesini göstermeye utanıyordu .,SHAME,He,"Paul'ü reddedemezsin. </s><s> Onu hastanede beklerken, aşırı derecede korkmuştum. </s><s> 12'sinde zar zor okuyabiliyordu. </s><s> Bana karnesini göstermeye utanıyordu .",name (Paul),-3
"O kadar utanmıştı ki, bir tek sana söylememe izin vermişti.",SHAME,He,"Geçen ay, Turk'ün, ağabeyine diye gidip, testislerinden birisini aldırdığını biliyorsun. </s><s> O kadar utanmıştı ki, bir tek sana söylememe izin vermişti.",name (Turk),-1
Utandığı için bence.,SHAME,He,Andreas bunun gibi bir şey için neden yalan söylesin ki? </s><s> - Utandığı için bence.,name (Andreas),-1
Buraya gelmeye çok utandı . </s><s> Değil mi?,SHAME,He,İhtiyar FletcHer seni kaybolan bir film için buraya göndermiş. </s><s> Buraya gelmeye çok utandı . </s><s> Değil mi?,name (FletcHer),-1
Sağdıçlığı beceremediği için utanıyor ama onun dışında iyi.,SHAME,He,Genç Dan nasıl? </s><s> Sağdıçlığı beceremediği için utanıyor ama onun dışında iyi.,name (Dan),-1
"Çünkü eğer seni görseydi, utanırdı .",SHAME,He,"Bunun Eli'yı onurlandırdığını mı düşünüyorsun? </s><s> Ona hiç benzemiyorsun. </s><s> Tanrıya şükür o öldü. </s><s> Çünkü eğer seni görseydi, utanırdı .",name (Eli),-3
"Bizi görünce, bizim gibi fakir insanlarla bağı... olduğu için utanacaktır",SHAME,He,"Sahir Khan'la görüşmek istemiyorum. </s><s> Neden? </s><s> Aradan çok zaman geçti. </s><s> Kimlerle görüşeceğini bilmiyoruz. </s><s> Onunla tanışmak, görüşmek isteyen birçok kişi vardır. </s><s> Bizi unutmuş olmalı. </s><s> Bunun cevabını öğrenmek için... gidip ona sormamız lazım. </s><s> ""Beni hatırladın mı? </s><s> "" </s><s> Tanısa bile hatırlamadığını söyleyecektir. </s><s> Bizi görünce, bizim gibi fakir insanlarla bağı... olduğu için utanacaktır",name (Sahir Khan),-9
Utanıyor ama bir yandan da bunu yapmaya zorlandığı için kırgın.,SHAME,He,"Gene Hackman'ı gördüğünde yüzünde ""Evet, bu işi yapıyorum. </s><s> Ne olmuş? </s><s> "" ifadesi var. </s><s> Ama aynı zamanda da kırgın. </s> <s> Utanıyor ama bir yandan da bunu yapmaya zorlandığı için kırgın.",name (Hackman),-3
